Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
997,US-0787,2022-01-27,2022-01-30,First Class,CG-00186,Customer 186,Home Office,United States,New Jersey,New Jersey,66848,East,FUR-OFF-0058,Office Supplies,Storage,Storage Model 3,46.99,2,0.15,5.49
998,US-0580,2022-01-28,2022-02-02,Second Class,CG-00272,Customer 272,Corporate,United States,Colorado,Colorado,60446,West,FUR-OFF-0027,Office Supplies,Art,Art Model 2,55.94,4,0.0,16.78
999,US-0580,2022-01-28,2022-02-02,Second Class,CG-00272,Customer 272,Corporate,United States,Colorado,Colorado,79588,West,FUR-OFF-0026,Office Supplies,Art,Art Model 1,153.27,4,0.05,47.37
1000,US-0371,2022-01-28,2022-02-01,Second Class,CG-00233,Customer 233,Home Office,United States,Minnesota,Minnesota,62183,Central,FUR-TEC-0078,Technology,Machines,Machines Model 3,314.73,1,0.0,105.22
1001,US-0961,2022-01-30,2022-02-02,Second Class,CG-00369,Customer 369,Corporate,United States,Colorado,Colorado,89061,West,FUR-FUR-0019,Furniture,Furnishings,Furnishings Model 4,126.85,1,0.1,8.03
1002,US-0592,2022-01-31,2022-01-31,Same Day,CG-00011,Customer 11,Corporate,United States,Massachusetts,Massachusetts,91085,East,FUR-OFF-0038,Office Supplies,Envelopes,Envelopes Model 3,3.27,1,0.0,1.07
1003,US-0214,2022-02-02,2022-02-09,Standard Class,CG-00265,Customer 265,Home Office,United States,Georgia,Georgia,52899,South,FUR-OFF-0052,Office Supplies,Paper,Paper Model 2,122.09,4,0.05,21.39
1004,US-0214,2022-02-02,2022-02-09,Standard Class,CG-00265,Customer 265,Home Office,United States,Georgia,Georgia,70960,South,FUR-OFF-0061,Office Supplies,Supplies,Supplies Model 1,54.7,5,0.0,4.94
1005,US-0214,2022-02-02,2022-02-09,Standard Class,CG-00265,Customer 265,Home Office,United States,Georgia,Georgia,11044,South,FUR-OFF-0030,Office Supplies,Art,Art Model 5,6.38,1,0.1,1.71
1006,US-0214,2022-02-02,2022-02-09,Standard Class,CG-00265,Customer 265,Home Office,United States,Georgia,Georgia,16019,South,FUR-OFF-0052,Office Supplies,Paper,Paper Model 2,27.31,1,0.15,3.39
1007,US-0286,2022-02-03,2022-02-04,Same Day,CG-00042,Customer 42,Home Office,United States,Washington,Washington,50906,West,FUR-TEC-0073,Technology,Copiers,Copiers Model 3,1049.7,2,0.0,262.48
1008,US-0286,2022-02-03,2022-02-04,Same Day,CG-00042,Customer 42,Home Office,United States,Washington,Washington,39657,West,FUR-OFF-0032,Office Supplies,Binders,Binders Model 2,7.6,1,0.0,1.53
1009,US-0573,2022-02-03,2022-02-10,Standard Class,CG-00116,Customer 116,Home Office,United States,New Jersey,New Jersey,36504,East,FUR-TEC-0081,Technology,Phones,Phones Model 1,869.95,1,0.0,370.51
1010,US-0286,2022-02-03,2022-02-04,Same Day,CG-00042,Customer 42,Home Office,United States,Washington,Washington,98702,West,FUR-FUR-0008,Furniture,Chairs,Chairs Model 3,1399.26,2,0.0,319.51
1011,US-0116,2022-02-04,2022-02-09,Second Class,CG-00101,Customer 101,Consumer,United States,Washington,Washington,20730,West,FUR-OFF-0062,Office Supplies,Supplies,Supplies Model 2,14.01,2,0.15,1.98
1012,US-0116,2022-02-04,2022-02-09,Second Class,CG-00101,Customer 101,Consumer,United States,Washington,Washington,57419,West,FUR-FUR-0001,Furniture,Bookcases,Bookcases Model 1,349.74,2,0.3,12.24
1013,US-0116,2022-02-04,2022-02-09,Second Class,CG-00101,Customer 101,Consumer,United States,Washington,Washington,42435,West,FUR-OFF-0050,Office Supplies,Labels,Labels Model 5,15.98,3,0.0,2.94
1014,US-0116,2022-02-04,2022-02-09,Second Class,CG-00101,Customer 101,Consumer,United States,Washington,Washington,24707,West,FUR-OFF-0046,Office Supplies,Labels,Labels Model 1,11.84,1,0.15,2.42
1015,US-1077,2022-02-05,2022-02-08,Second Class,CG-00123,Customer 123,Consumer,United States,Pennsylvania,Pennsylvania,82937,East,FUR-FUR-0013,Furniture,Tables,Tables Model 3,1183.01,1,0.3,11.74
1016,US-1077,2022-02-05,2022-02-08,Second Class,CG-00123,Customer 123,Consumer,United States,Pennsylvania,Pennsylvania,59496,East,FUR-TEC-0073,Technology,Copiers,Copiers Model 3,472.36,1,0.1,124.49
1017,US-1077,2022-02-05,2022-02-08,Second Class,CG-00123,Customer 123,Consumer,United States,Pennsylvania,Pennsylvania,39556,East,FUR-FUR-0007,Furniture,Chairs,Chairs Model 2,168.41,2,0.1,39.02
1018,US-1077,2022-02-05,2022-02-08,Second Class,CG-00123,Customer 123,Consumer,United States,Pennsylvania,Pennsylvania,74369,East,FUR-FUR-0006,Furniture,Chairs,Chairs Model 1,150.3,1,0.1,5.48
1019,US-0250,2022-02-07,2022-02-12,Standard Class,CG-00190,Customer 190,Home Office,United States,Ohio,Ohio,54295,Central,FUR-FUR-0001,Furniture,Bookcases,Bookcases Model 1,999.26,4,0.0,54.16
1020,US-0250,2022-02-07,2022-02-12,Standard Class,CG-00190,Customer 190,Home Office,United States,Ohio,Ohio,73273,Central,FUR-OFF-0061,Office Supplies,Supplies,Supplies Model 1,18.6,2,0.15,1.42
1021,US-0783,2022-02-08,2022-02-13,Standard Class,CG-00163,Customer 163,Corporate,United States,Georgia,Georgia,35480,South,FUR-FUR-0001,Furniture,Bookcases,Bookcases Model 1,199.85,1,0.2,20.25
1022,US-0783,2022-02-08,2022-02-13,Standard Class,CG-00163,Customer 163,Corporate,United States,Georgia,Georgia,25098,South,FUR-FUR-0010,Furniture,Chairs,Chairs Model 5,406.74,1,0.3,-32.21
1023,US-0783,2022-02-08,2022-02-13,Standard Class,CG-00163,Customer 163,Corporate,United States,Georgia,Georgia,19664,South,FUR-FUR-0001,Furniture,Bookcases,Bookcases Model 1,249.82,1,0.0,-5.63
1024,US-0326,2022-02-11,2022-02-17,Standard Class,CG-00031,Customer 31,Corporate,United States,New York,New York,30290,East,FUR-FUR-0015,Furniture,Tables,Tables Model 5,389.1,1,0.2,11.83
1025,US-0326,2022-02-11,2022-02-17,Standard Class,CG-00031,Customer 31,Corporate,United States,New York,New York,43425,East,FUR-OFF-0053,Office Supplies,Paper,Paper Model 3,32.2,1,0.15,8.62
1026,US-0771,2022-02-11,2022-02-18,Standard Class,CG-00116,Customer 116,Home Office,United States,New Jersey,New Jersey,17181,East,FUR-OFF-0031,Office Supplies,Binders,Binders Model 1,17.46,1,0.1,1.61
1027,US-0987,2022-02-12,2022-02-17,Standard Class,CG-00042,Customer 42,Home Office,United States,Washington,Washington,75809,West,FUR-FUR-0005,Furniture,Bookcases,Bookcases Model 5,146.17,1,0.1,23.17
1028,US-0987,2022-02-12,2022-02-17,Standard Class,CG-00042,Customer 42,Home Office,United States,Washington,Washington,75422,West,FUR-OFF-0023,Office Supplies,Appliances,Appliances Model 3,589.57,3,0.0,147.34
1029,US-0987,2022-02-12,2022-02-17,Standard Class,CG-00042,Customer 42,Home Office,United States,Washington,Washington,11883,West,FUR-FUR-0011,Furniture,Tables,Tables Model 1,658.28,5,0.3,25.26
1030,US-0987,2022-02-12,2022-02-17,Standard Class,CG-00042,Customer 42,Home Office,United States,Washington,Washington,12122,West,FUR-FUR-0011,Furniture,Tables,Tables Model 1,169.27,1,0.1,-3.66
1031,US-0362,2022-02-13,2022-02-18,Standard Class,CG-00353,Customer 353,Corporate,United States,Arizona,Arizona,99701,West,FUR-TEC-0066,Technology,Accessories,Accessories Model 1,267.81,2,0.2,109.99
1032,US-0482,2022-02-15,2022-02-17,First Class,CG-00295,Customer 295,Home Office,United States,Minnesota,Minnesota,37504,Central,FUR-TEC-0078,Technology,Machines,Machines Model 3,503.57,2,0.2,185.13
1033,US-0482,2022-02-15,2022-02-17,First Class,CG-00295,Customer 295,Home Office,United States,Minnesota,Minnesota,27635,Central,FUR-TEC-0067,Technology,Accessories,Accessories Model 2,45.78,1,0.1,21.72
1034,US-0482,2022-02-15,2022-02-17,First Class,CG-00295,Customer 295,Home Office,United States,Minnesota,Minnesota,53150,Central,FUR-FUR-0001,Furniture,Bookcases,Bookcases Model 1,224.83,1,0.1,18.05
1035,US-0918,2022-02-17,2022-02-21,Second Class,CG-00038,Customer 38,Home Office,United States,Minnesota,Minnesota,76828,Central,FUR-OFF-0028,Office Supplies,Art,Art Model 3,56.28,2,0.0,13.93
1036,US-0918,2022-02-17,2022-02-21,Second Class,CG-00038,Customer 38,Home Office,United States,Minnesota,Minnesota,54063,Central,FUR-OFF-0053,Office Supplies,Paper,Paper Model 3,189.41,5,0.0,45.57
1037,US-0032,2022-02-17,2022-02-20,Second Class,CG-00129,Customer 129,Home Office,United States,Virginia,Virginia,67176,South,FUR-FUR-0013,Furniture,Tables,Tables Model 3,1690.02,1,0.0,91.71
1038,US-0032,2022-02-17,2022-02-20,Second Class,CG-00129,Customer 129,Home Office,United States,Virginia,Virginia,19447,South,FUR-FUR-0015,Furniture,Tables,Tables Model 5,1313.22,3,0.1,301.67
1039,US-0993,2022-02-19,2022-02-25,Standard Class,CG-00314,Customer 314,Corporate,United States,Tennessee,Tennessee,50291,South,FUR-FUR-0013,Furniture,Tables,Tables Model 3,1521.02,1,0.1,27.55
1040,US-0993,2022-02-19,2022-02-25,Standard Class,CG-00314,Customer 314,Corporate,United States,Tennessee,Tennessee,10996,South,FUR-OFF-0057,Office Supplies,Storage,Storage Model 2,64.67,4,0.1,5.84
1041,US-0993,2022-02-19,2022-02-25,Standard Class,CG-00314,Customer 314,Corporate,United States,Tennessee,Tennessee,76527,South,FUR-FUR-0002,Furniture,Bookcases,Bookcases Model 2,1921.14,4,0.0,343.39
1042,US-0993,2022-02-19,2022-02-25,Standard Class,CG-00314,Customer 314,Corporate,United States,Tennessee,Tennessee,64124,South,FUR-FUR-0009,Furniture,Chairs,Chairs Model 4,400.67,1,0.2,-2.52
1043,US-0233,2022-02-22,2022-02-24,First Class,CG-00396,Customer 396,Corporate,United States,Illinois,Illinois,84141,Central,FUR-OFF-0029,Office Supplies,Art,Art Model 4,90.23,3,0.05,9.19
1044,US-1034,2022-02-22,2022-02-24,First Class,CG-00213,Customer 213,Corporate,United States,New York,New York,87863,East,FUR-FUR-0014,Furniture,Tables,Tables Model 4,542.83,1,0.0,9.74
1045,US-1010,2022-02-23,2022-02-28,Second Class,CG-00306,Customer 306,Consumer,United States,California,California,68904,West,FUR-TEC-0074,Technology,Copiers,Copiers Model 4,16678.31,4,0.0,3780.11
1046,US-0114,2022-02-24,2022-03-02,Standard Class,CG-00395,Customer 395,Home Office,United States,Georgia,Georgia,99925,South,FUR-TEC-0068,Technology,Accessories,Accessories Model 3,218.37,1,0.1,85.81
1047,US-0114,2022-02-24,2022-03-02,Standard Class,CG-00395,Customer 395,Home Office,United States,Georgia,Georgia,11498,South,FUR-OFF-0023,Office Supplies,Appliances,Appliances Model 3,167.04,1,0.15,14.27
1048,US-0114,2022-02-24,2022-03-02,Standard Class,CG-00395,Customer 395,Home Office,United States,Georgia,Georgia,40972,South,FUR-FUR-0013,Furniture,Tables,Tables Model 3,1521.02,1,0.1,135.1
1049,US-0114,2022-02-24,2022-03-02,Standard Class,CG-00395,Customer 395,Home Office,United States,Georgia,Georgia,71000,South,FUR-OFF-0045,Office Supplies,Fasteners,Fasteners Model 5,3.33,1,0.0,0.47
1050,US-0674,2022-02-24,2022-02-27,First Class,CG-00059,Customer 59,Home Office,United States,California,California,17700,West,FUR-TEC-0075,Technology,Copiers,Copiers Model 5,2944.69,1,0.2,436.88
1051,US-0674,2022-02-24,2022-02-27,First Class,CG-00059,Customer 59,Home Office,United States,California,California,71726,West,FUR-OFF-0053,Office Supplies,Paper,Paper Model 3,37.88,1,0.0,4.86
1052,US-1097,2022-02-25,2022-03-02,Standard Class,CG-00143,Customer 143,Consumer,United States,Arizona,Arizona,74927,West,FUR-TEC-0082,Technology,Phones,Phones Model 2,2311.68,4,0.1,1041.73
1053,US-0087,2022-02-25,2022-02-27,First Class,CG-00007,Customer 7,Consumer,United States,Colorado,Colorado,52917,West,FUR-FUR-0008,Furniture,Chairs,Chairs Model 3,2798.53,4,0.0,598.7
1054,US-0317,2022-02-26,2022-03-03,Second Class,CG-00035,Customer 35,Home Office,United States,North Carolina,North Carolina,49179,South,FUR-TEC-0082,Technology,Phones,Phones Model 2,1027.41,2,0.2,356.06
1055,US-0317,2022-02-26,2022-03-03,Second Class,CG-00035,Customer 35,Home Office,United States,North Carolina,North Carolina,69355,South,FUR-OFF-0061,Office Supplies,Supplies,Supplies Model 1,51.96,5,0.05,17.05
1056,US-0317,2022-02-26,2022-03-03,Second Class,CG-00035,Customer 35,Home Office,United States,North Carolina,North Carolina,62149,South,FUR-OFF-0028,Office Supplies,Art,Art Model 3,80.2,3,0.05,20.58
1057,US-0317,2022-02-26,2022-03-03,Second Class,CG-00035,Customer 35,Home Office,United States,North Carolina,North Carolina,64099,South,FUR-TEC-0078,Technology,Machines,Machines Model 3,944.19,3,0.0,316.89
1058,US-0157,2022-02-27,2022-03-05,Standard Class,CG-00309,Customer 309,Consumer,United States,Georgia,Georgia,41816,South,FUR-OFF-0028,Office Supplies,Art,Art Model 3,23.92,1,0.15,8.32
1059,US-0300,2022-02-28,2022-03-02,First Class,CG-00078,Customer 78,Consumer,United States,Florida,Florida,73265,South,FUR-TEC-0072,Technology,Copiers,Copiers Model 2,1115.38,1,0.2,435.34
1060,US-0300,2022-02-28,2022-03-02,First Class,CG-00078,Customer 78,Consumer,United States,Florida,Florida,30892,South,FUR-OFF-0025,Office Supplies,Appliances,Appliances Model 5,289.96,1,0.0,23.75
1061,US-0300,2022-02-28,2022-03-02,First Class,CG-00078,Customer 78,Consumer,United States,Florida,Florida,24818,South,FUR-FUR-0019,Furniture,Furnishings,Furnishings Model 4,281.89,2,0.0,-5.36
1062,US-1030,2022-02-28,2022-03-02,Same Day,CG-00226,Customer 226,Home Office,United States,Ohio,Ohio,18996,Central,FUR-OFF-0021,Office Supplies,Appliances,Appliances Model 1,1136.27,3,0.0,217.29
1063,US-1030,2022-02-28,2022-03-02,Same Day,CG-00226,Customer 226,Home Office,United States,Ohio,Ohio,99950,Central,FUR-FUR-0015,Furniture,Tables,Tables Model 5,486.38,1,0.0,11.09
1064,US-0202,2022-03-01,2022-03-07,Standard Class,CG-00358,Customer 358,Consumer,United States,Virginia,Virginia,57329,South,FUR-OFF-0057,Office Supplies,Storage,Storage Model 2,17.96,1,0.0,3.06
1065,US-0202,2022-03-01,2022-03-07,Standard Class,CG-00358,Customer 358,Consumer,United States,Virginia,Virginia,60703,South,FUR-OFF-0060,Office Supplies,Storage,Storage Model 5,157.12,4,0.0,8.04
1066,US-0806,2022-03-02,2022-03-07,Standard Class,CG-00045,Customer 45,Corporate,United States,Virginia,Virginia,22221,South,FUR-TEC-0078,Technology,Machines,Machines Model 3,1573.65,5,0.0,608.75
1067,US-0261,2022-03-05,2022-03-10,Second Class,CG-00247,Customer 247,Consumer,United States,Georgia,Georgia,11620,South,FUR-OFF-0041,Office Supplies,Fasteners,Fasteners Model 1,1.89,1,0.1,0.4
1068,US-0791,2022-03-05,2022-03-08,First Class,CG-00271,Customer 271,Consumer,United States,New Jersey,New Jersey,78875,East,FUR-OFF-0051,Office Supplies,Paper,Paper Model 1,36.99,1,0.05,10.58
1069,US-0791,2022-03-05,2022-03-08,First Class,CG-00271,Customer 271,Consumer,United States,New Jersey,New Jersey,70852,East,FUR-FUR-0010,Furniture,Chairs,Chairs Model 5,406.74,1,0.3,-54.21
1070,US-0791,2022-03-05,2022-03-08,First Class,CG-00271,Customer 271,Consumer,United States,New Jersey,New Jersey,72096,East,FUR-FUR-0005,Furniture,Bookcases,Bookcases Model 5,259.85,2,0.2,36.98
1071,US-0455,2022-03-06,2022-03-09,First Class,CG-00293,Customer 293,Corporate,United States,Minnesota,Minnesota,23055,Central,FUR-OFF-0032,Office Supplies,Binders,Binders Model 2,32.32,5,0.15,2.05
1072,US-0455,2022-03-06,2022-03-09,First Class,CG-00293,Customer 293,Corporate,United States,Minnesota,Minnesota,40299,Central,FUR-TEC-0074,Technology,Copiers,Copiers Model 4,3752.62,1,0.1,1509.05
1073,US-0131,2022-03-06,2022-03-11,Standard Class,CG-00319,Customer 319,Home Office,United States,Utah,Utah,58637,West,FUR-OFF-0051,Office Supplies,Paper,Paper Model 1,35.04,1,0.1,2.78
1074,US-0455,2022-03-06,2022-03-09,First Class,CG-00293,Customer 293,Corporate,United States,Minnesota,Minnesota,12500,Central,FUR-OFF-0048,Office Supplies,Labels,Labels Model 3,22.72,2,0.0,7.25
1075,US-0633,2022-03-07,2022-03-10,Second Class,CG-00002,Customer 2,Consumer,United States,Ohio,Ohio,72378,Central,FUR-FUR-0009,Furniture,Chairs,Chairs Model 4,801.34,2,0.2,82.77
1076,US-0633,2022-03-07,2022-03-10,Second Class,CG-00002,Customer 2,Consumer,United States,Ohio,Ohio,99833,Central,FUR-OFF-0051,Office Supplies,Paper,Paper Model 1,66.19,2,0.15,7.04
1077,US-0405,2022-03-09,2022-03-14,Standard Class,CG-00124,Customer 124,Corporate,United States,Wisconsin,Wisconsin,13744,Central,FUR-TEC-0075,Technology,Copiers,Copiers Model 5,7361.72,2,0.0,3491.94
1078,US-0405,2022-03-09,2022-03-14,Standard Class,CG-00124,Customer 124,Corporate,United States,Wisconsin,Wisconsin,27206,Central,FUR-FUR-0018,Furniture,Furnishings,Furnishings Model 3,333.86,2,0.0,4.41
1079,US-0928,2022-03-10,2022-03-14,Second Class,CG-00138,Customer 138,Home Office,United States,Virginia,Virginia,38548,South,FUR-FUR-0018,Furniture,Furnishings,Furnishings Model 3,116.85,1,0.3,-30.65
1080,US-0809,2022-03-11,2022-03-16,Standard Class,CG-00064,Customer 64,Home Office,United States,Florida,Florida,60986,South,FUR-FUR-0006,Furniture,Chairs,Chairs Model 1,333.99,2,0.0,20.34
1081,US-1048,2022-03-11,2022-03-15,Second Class,CG-00006,Customer 6,Home Office,United States,Massachusetts,Massachusetts,54993,East,FUR-OFF-0062,Office Supplies,Supplies,Supplies Model 2,7.0,1,0.15,1.75
1082,US-0549,2022-03-12,2022-03-17,Second Class,CG-00331,Customer 331,Home Office,United States,Wisconsin,Wisconsin,80795,Central,FUR-FUR-0011,Furniture,Tables,Tables Model 1,376.16,2,0.0,71.11
1083,US-0549,2022-03-12,2022-03-17,Second Class,CG-00331,Customer 331,Home Office,United States,Wisconsin,Wisconsin,67154,Central,FUR-FUR-0017,Furniture,Furnishings,Furnishings Model 2,252.45,3,0.2,44.83
1084,US-1037,2022-03-13,2022-03-18,Standard Class,CG-00352,Customer 352,Consumer,United States,Tennessee,Tennessee,74903,South,FUR-TEC-0066,Technology,Accessories,Accessories Model 1,669.53,4,0.0,107.58
1085,US-1037,2022-03-13,2022-03-18,Standard Class,CG-00352,Customer 352,Consumer,United States,Tennessee,Tennessee,55564,South,FUR-OFF-0026,Office Supplies,Art,Art Model 1,40.33,1,0.0,2.48
1086,US-0390,2022-03-17,2022-03-18,First Class,CG-00074,Customer 74,Home Office,United States,Pennsylvania,Pennsylvania,70302,East,FUR-OFF-0036,Office Supplies,Envelopes,Envelopes Model 1,10.63,1,0.15,0.87
1087,US-0676,2022-03-19,2022-03-20,First Class,CG-00256,Customer 256,Consumer,United States,Tennessee,Tennessee,27290,South,FUR-OFF-0021,Office Supplies,Appliances,Appliances Model 1,1363.52,4,0.1,434.72
1088,US-0676,2022-03-19,2022-03-20,First Class,CG-00256,Customer 256,Consumer,United States,Tennessee,Tennessee,33510,South,FUR-TEC-0078,Technology,Machines,Machines Model 3,503.57,2,0.2,176.51
1089,US-0912,2022-03-19,2022-03-23,Second Class,CG-00145,Customer 145,Corporate,United States,Georgia,Georgia,25570,South,FUR-TEC-0072,Technology,Copiers,Copiers Model 2,6971.1,5,0.0,1976.93
1090,US-0676,2022-03-19,2022-03-20,First Class,CG-00256,Customer 256,Consumer,United States,Tennessee,Tennessee,74597,South,FUR-FUR-0012,Furniture,Tables,Tables Model 2,1361.03,1,0.3,-58.96
1091,US-0912,2022-03-19,2022-03-23,Second Class,CG-00145,Customer 145,Corporate,United States,Georgia,Georgia,74955,South,FUR-OFF-0039,Office Supplies,Envelopes,Envelopes Model 4,18.52,2,0.15,4.03
1092,US-0912,2022-03-19,2022-03-23,Second Class,CG-00145,Customer 145,Corporate,United States,Georgia,Georgia,52583,South,FUR-OFF-0064,Office Supplies,Supplies,Supplies Model 4,30.62,3,0.0,8.12
1093,US-0676,2022-03-19,2022-03-20,First Class,CG-00256,Customer 256,Consumer,United States,Tennessee,Tennessee,66744,South,FUR-OFF-0058,Office Supplies,Storage,Storage Model 3,23.49,1,0.15,4.24
1094,US-0912,2022-03-19,2022-03-23,Second Class,CG-00145,Customer 145,Corporate,United States,Georgia,Georgia,72822,South,FUR-FUR-0001,Furniture,Bookcases,Bookcases Model 1,249.82,1,0.0,10.26
1095,US-0030,2022-03-20,2022-03-20,Same Day,CG-00396,Customer 396,Corporate,United States,Illinois,Illinois,27987,Central,FUR-FUR-0016,Furniture,Furnishings,Furnishings Model 1,71.35,1,0.0,7.78
1096,US-0909,2022-03-20,2022-03-26,Standard Class,CG-00304,Customer 304,Home Office,United States,Arizona,Arizona,24246,West,FUR-OFF-0038,Office Supplies,Envelopes,Envelopes Model 3,3.11,1,0.05,0.4
1097,US-0421,2022-03-21,2022-03-22,First Class,CG-00112,Customer 112,Home Office,United States,California,California,42600,West,FUR-OFF-0033,Office Supplies,Binders,Binders Model 3,4.76,1,0.0,1.58
1098,US-0421,2022-03-21,2022-03-22,First Class,CG-00112,Customer 112,Home Office,United States,California,California,88146,West,FUR-OFF-0044,Office Supplies,Fasteners,Fasteners Model 4,16.53,2,0.1,3.31
1099,US-0421,2022-03-21,2022-03-22,First Class,CG-00112,Customer 112,Home Office,United States,California,California,99908,West,FUR-FUR-0017,Furniture,Furnishings,Furnishings Model 2,105.19,1,0.0,16.96
1100,US-0421,2022-03-21,2022-03-22,First Class,CG-00112,Customer 112,Home Office,United States,California,California,17834,West,FUR-TEC-0069,Technology,Accessories,Accessories Model 4,63.24,2,0.0,8.82
1101,US-0144,2022-03-23,2022-03-29,Standard Class,CG-00229,Customer 229,Home Office,United States,Wisconsin,Wisconsin,49318,Central,FUR-OFF-0033,Office Supplies,Binders,Binders Model 3,4.76,1,0.0,1.66
1102,US-0818,2022-03-23,2022-03-29,Standard Class,CG-00267,Customer 267,Corporate,United States,Ohio,Ohio,97856,Central,FUR-OFF-0025,Office Supplies,Appliances,Appliances Model 5,1101.85,4,0.05,164.43
1103,US-0269,2022-03-23,2022-03-26,Second Class,CG-00118,Customer 118,Home Office,United States,Utah,Utah,87862,West,FUR-OFF-0049,Office Supplies,Labels,Labels Model 4,10.66,1,0.1,2.36
1104,US-0269,2022-03-23,2022-03-26,Second Class,CG-00118,Customer 118,Home Office,United States,Utah,Utah,86923,West,FUR-TEC-0084,Technology,Phones,Phones Model 4,198.68,2,0.1,46.17
1105,US-1012,2022-03-26,2022-03-31,Standard Class,CG-00176,Customer 176,Consumer,United States,Ohio,Ohio,96108,Central,FUR-OFF-0061,Office Supplies,Supplies,Supplies Model 1,10.94,1,0.0,3.02
1106,US-1012,2022-03-26,2022-03-31,Standard Class,CG-00176,Customer 176,Consumer,United States,Ohio,Ohio,51215,Central,FUR-OFF-0060,Office Supplies,Storage,Storage Model 5,39.28,1,0.0,4.06
1107,US-1012,2022-03-26,2022-03-31,Standard Class,CG-00176,Customer 176,Consumer,United States,Ohio,Ohio,56890,Central,FUR-TEC-0077,Technology,Machines,Machines Model 2,4673.37,2,0.0,2158.3
1108,US-0976,2022-03-28,2022-03-29,First Class,CG-00330,Customer 330,Home Office,United States,New Jersey,New Jersey,55735,East,FUR-OFF-0036,Office Supplies,Envelopes,Envelopes Model 1,25.02,2,0.0,2.16
1109,US-0441,2022-03-29,2022-04-01,Second Class,CG-00267,Customer 267,Corporate,United States,Ohio,Ohio,32662,Central,FUR-OFF-0049,Office Supplies,Labels,Labels Model 4,31.97,3,0.1,2.67
1110,US-0441,2022-03-29,2022-04-01,Second Class,CG-00267,Customer 267,Corporate,United States,Ohio,Ohio,22499,Central,FUR-FUR-0018,Furniture,Furnishings,Furnishings Model 3,233.7,2,0.3,-10.97
1111,US-0913,2022-03-29,2022-04-03,Second Class,CG-00141,Customer 141,Corporate,United States,Pennsylvania,Pennsylvania,30387,East,FUR-TEC-0078,Technology,Machines,Machines Model 3,944.19,3,0.0,404.28
1112,US-0913,2022-03-29,2022-04-03,Second Class,CG-00141,Customer 141,Corporate,United States,Pennsylvania,Pennsylvania,24139,East,FUR-OFF-0064,Office Supplies,Supplies,Supplies Model 4,10.21,1,0.0,2.31
1113,US-0913,2022-03-29,2022-04-03,Second Class,CG-00141,Customer 141,Corporate,United States,Pennsylvania,Pennsylvania,99710,East,FUR-FUR-0019,Furniture,Furnishings,Furnishings Model 4,140.94,1,0.0,27.02
1114,US-0959,2022-03-31,2022-04-03,Second Class,CG-00287,Customer 287,Consumer,United States,Washington,Washington,89309,West,FUR-TEC-0085,Technology,Phones,Phones Model 5,829.04,3,0.2,414.33
1115,US-0375,2022-03-31,2022-04-05,Second Class,CG-00282,Customer 282,Corporate,United States,North Carolina,North Carolina,32973,South,FUR-TEC-0078,Technology,Machines,Machines Model 3,1573.65,5,0.0,348.21
1116,US-0665,2022-03-31,2022-04-06,Standard Class,CG-00243,Customer 243,Consumer,United States,Michigan,Michigan,42716,Central,FUR-OFF-0041,Office Supplies,Fasteners,Fasteners Model 1,2.1,1,0.0,0.38
1117,US-0974,2022-04-01,2022-04-06,Second Class,CG-00058,Customer 58,Home Office,United States,Washington,Washington,91345,West,FUR-FUR-0001,Furniture,Bookcases,Bookcases Model 1,499.63,2,0.0,108.07
1118,US-0974,2022-04-01,2022-04-06,Second Class,CG-00058,Customer 58,Home Office,United States,Washington,Washington,58979,West,FUR-OFF-0061,Office Supplies,Supplies,Supplies Model 1,31.18,3,0.05,9.96
1119,US-0974,2022-04-01,2022-04-06,Second Class,CG-00058,Customer 58,Home Office,United States,Washington,Washington,76314,West,FUR-OFF-0032,Office Supplies,Binders,Binders Model 2,6.84,1,0.1,1.83
1120,US-0974,2022-04-01,2022-04-06,Second Class,CG-00058,Customer 58,Home Office,United States,Washington,Washington,77171,West,FUR-TEC-0081,Technology,Phones,Phones Model 1,869.95,1,0.0,293.08
1121,US-0436,2022-04-02,2022-04-07,Second Class,CG-00088,Customer 88,Home Office,United States,California,California,56179,West,FUR-OFF-0031,Office Supplies,Binders,Binders Model 1,87.32,5,0.1,26.51
1122,US-0560,2022-04-03,2022-04-10,Standard Class,CG-00172,Customer 172,Consumer,United States,Tennessee,Tennessee,18286,South,FUR-TEC-0072,Technology,Copiers,Copiers Model 2,2788.44,2,0.0,642.04
1123,US-0560,2022-04-03,2022-04-10,Standard Class,CG-00172,Customer 172,Consumer,United States,Tennessee,Tennessee,15975,South,FUR-OFF-0057,Office Supplies,Storage,Storage Model 2,17.96,1,0.0,1.79
1124,US-0688,2022-04-04,2022-04-11,Standard Class,CG-00351,Customer 351,Consumer,United States,Utah,Utah,50645,West,FUR-FUR-0010,Furniture,Chairs,Chairs Model 5,464.84,1,0.2,23.97
1125,US-1061,2022-04-05,2022-04-07,First Class,CG-00233,Customer 233,Home Office,United States,Minnesota,Minnesota,22766,Central,FUR-OFF-0038,Office Supplies,Envelopes,Envelopes Model 3,2.78,1,0.15,0.29
