Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Year,Order Month,Order Quarter,Order Month Name,Order Day of Week,Order Day Name,Processing Days,Is Profitable,Discount Tier,Profit Margin
828,US-0877,2021-09-11,2021-09-12,First Class,CG-00351,Customer 351,Consumer,United States,Utah,Utah,70774,West,FUR-OFF-0047,Office Supplies,Labels,Labels Model 2,7.61,1,0.0,1.64,2021,9,3,Sep,5,Saturday,1,True,No Discount,21.55
829,US-1070,2021-09-12,2021-09-19,Standard Class,CG-00203,Customer 203,Corporate,United States,Texas,Texas,70076,South,FUR-FUR-0017,Furniture,Furnishings,Furnishings Model 2,420.75,5,0.2,77.05,2021,9,3,Sep,6,Sunday,7,True,Medium (10-30%),18.31
830,US-1070,2021-09-12,2021-09-19,Standard Class,CG-00203,Customer 203,Corporate,United States,Texas,Texas,56890,South,FUR-FUR-0002,Furniture,Bookcases,Bookcases Model 2,480.29,1,0.0,65.8,2021,9,3,Sep,6,Sunday,7,True,No Discount,13.7
831,US-1070,2021-09-12,2021-09-19,Standard Class,CG-00203,Customer 203,Corporate,United States,Texas,Texas,56494,South,FUR-OFF-0031,Office Supplies,Binders,Binders Model 1,38.81,2,0.0,5.46,2021,9,3,Sep,6,Sunday,7,True,No Discount,14.07
832,US-0930,2021-09-13,2021-09-15,First Class,CG-00198,Customer 198,Corporate,United States,New York,New York,48252,East,FUR-TEC-0073,Technology,Copiers,Copiers Model 3,524.85,1,0.0,53.51,2021,9,3,Sep,0,Monday,2,True,No Discount,10.2
833,US-1087,2021-09-13,2021-09-14,First Class,CG-00095,Customer 95,Consumer,United States,Florida,Florida,80016,South,FUR-OFF-0023,Office Supplies,Appliances,Appliances Model 3,196.52,1,0.0,22.4,2021,9,3,Sep,0,Monday,1,True,No Discount,11.4
834,US-0930,2021-09-13,2021-09-15,First Class,CG-00198,Customer 198,Corporate,United States,New York,New York,39350,East,FUR-OFF-0043,Office Supplies,Fasteners,Fasteners Model 3,2.62,2,0.0,0.49,2021,9,3,Sep,0,Monday,2,True,No Discount,18.7
835,US-0735,2021-09-16,2021-09-17,Same Day,CG-00365,Customer 365,Corporate,United States,Michigan,Michigan,28630,Central,FUR-OFF-0033,Office Supplies,Binders,Binders Model 3,4.76,1,0.0,0.94,2021,9,3,Sep,3,Thursday,1,True,No Discount,19.75
836,US-0243,2021-09-20,2021-09-22,First Class,CG-00178,Customer 178,Home Office,United States,New Jersey,New Jersey,61327,East,FUR-OFF-0027,Office Supplies,Art,Art Model 2,35.66,3,0.15,3.24,2021,9,3,Sep,0,Monday,2,True,Medium (10-30%),9.09
837,US-0615,2021-09-21,2021-09-26,Standard Class,CG-00304,Customer 304,Home Office,United States,Arizona,Arizona,66524,West,FUR-TEC-0085,Technology,Phones,Phones Model 5,310.89,1,0.1,80.97,2021,9,3,Sep,1,Tuesday,5,True,Low (0-10%),26.04
838,US-0615,2021-09-21,2021-09-26,Standard Class,CG-00304,Customer 304,Home Office,United States,Arizona,Arizona,20188,West,FUR-OFF-0044,Office Supplies,Fasteners,Fasteners Model 4,18.37,2,0.0,1.31,2021,9,3,Sep,1,Tuesday,5,True,No Discount,7.13
839,US-0615,2021-09-21,2021-09-26,Standard Class,CG-00304,Customer 304,Home Office,United States,Arizona,Arizona,14298,West,FUR-TEC-0072,Technology,Copiers,Copiers Model 2,1394.22,1,0.0,269.95,2021,9,3,Sep,1,Tuesday,5,True,No Discount,19.36
840,US-0615,2021-09-21,2021-09-26,Standard Class,CG-00304,Customer 304,Home Office,United States,Arizona,Arizona,87748,West,FUR-OFF-0037,Office Supplies,Envelopes,Envelopes Model 2,15.2,3,0.15,4.87,2021,9,3,Sep,1,Tuesday,5,True,Medium (10-30%),32.04
841,US-0615,2021-09-21,2021-09-26,Standard Class,CG-00304,Customer 304,Home Office,United States,Arizona,Arizona,43162,West,FUR-TEC-0069,Technology,Accessories,Accessories Model 4,31.62,1,0.0,11.8,2021,9,3,Sep,1,Tuesday,5,True,No Discount,37.32
842,US-1031,2021-09-21,2021-09-23,Same Day,CG-00357,Customer 357,Home Office,United States,Georgia,Georgia,34514,South,FUR-TEC-0081,Technology,Phones,Phones Model 1,782.95,1,0.1,216.37,2021,9,3,Sep,1,Tuesday,2,True,Low (0-10%),27.64
843,US-1031,2021-09-21,2021-09-23,Same Day,CG-00357,Customer 357,Home Office,United States,Georgia,Georgia,24444,South,FUR-OFF-0056,Office Supplies,Storage,Storage Model 1,92.97,1,0.0,18.67,2021,9,3,Sep,1,Tuesday,2,True,No Discount,20.08
844,US-0475,2021-09-22,2021-09-28,Standard Class,CG-00080,Customer 80,Corporate,United States,Indiana,Indiana,36588,Central,FUR-FUR-0002,Furniture,Bookcases,Bookcases Model 2,480.29,1,0.0,-22.89,2021,9,3,Sep,2,Wednesday,6,False,No Discount,-4.77
845,US-0555,2021-09-22,2021-09-26,Second Class,CG-00167,Customer 167,Home Office,United States,Connecticut,Connecticut,17347,East,FUR-TEC-0077,Technology,Machines,Machines Model 2,2336.68,1,0.0,1128.43,2021,9,3,Sep,2,Wednesday,4,True,No Discount,48.29
846,US-0555,2021-09-22,2021-09-26,Second Class,CG-00167,Customer 167,Home Office,United States,Connecticut,Connecticut,70079,East,FUR-OFF-0032,Office Supplies,Binders,Binders Model 2,6.46,1,0.15,1.91,2021,9,3,Sep,2,Wednesday,4,True,Medium (10-30%),29.57
847,US-0555,2021-09-22,2021-09-26,Second Class,CG-00167,Customer 167,Home Office,United States,Connecticut,Connecticut,63150,East,FUR-TEC-0081,Technology,Phones,Phones Model 1,869.95,1,0.0,135.15,2021,9,3,Sep,2,Wednesday,4,True,No Discount,15.54
848,US-0555,2021-09-22,2021-09-26,Second Class,CG-00167,Customer 167,Home Office,United States,Connecticut,Connecticut,29523,East,FUR-FUR-0002,Furniture,Bookcases,Bookcases Model 2,1344.8,4,0.3,77.74,2021,9,3,Sep,2,Wednesday,4,True,Medium (10-30%),5.78
849,US-0097,2021-09-22,2021-09-25,First Class,CG-00360,Customer 360,Home Office,United States,Ohio,Ohio,72205,Central,FUR-OFF-0050,Office Supplies,Labels,Labels Model 5,9.06,2,0.15,1.27,2021,9,3,Sep,2,Wednesday,3,True,Medium (10-30%),14.02
850,US-0097,2021-09-22,2021-09-25,First Class,CG-00360,Customer 360,Home Office,United States,Ohio,Ohio,85711,Central,FUR-FUR-0016,Furniture,Furnishings,Furnishings Model 1,49.95,1,0.3,-11.5,2021,9,3,Sep,2,Wednesday,3,False,Medium (10-30%),-23.02
851,US-0097,2021-09-22,2021-09-25,First Class,CG-00360,Customer 360,Home Office,United States,Ohio,Ohio,86483,Central,FUR-OFF-0021,Office Supplies,Appliances,Appliances Model 1,378.76,1,0.0,57.22,2021,9,3,Sep,2,Wednesday,3,True,No Discount,15.11
852,US-0120,2021-09-23,2021-09-25,First Class,CG-00227,Customer 227,Corporate,United States,Washington,Washington,85800,West,FUR-OFF-0027,Office Supplies,Art,Art Model 2,13.99,1,0.0,3.3,2021,9,3,Sep,3,Thursday,2,True,No Discount,23.59
853,US-0493,2021-09-23,2021-09-25,First Class,CG-00113,Customer 113,Corporate,United States,Connecticut,Connecticut,69232,East,FUR-OFF-0057,Office Supplies,Storage,Storage Model 2,68.26,4,0.05,8.37,2021,9,3,Sep,3,Thursday,2,True,Low (0-10%),12.26
854,US-0493,2021-09-23,2021-09-25,First Class,CG-00113,Customer 113,Corporate,United States,Connecticut,Connecticut,75149,East,FUR-OFF-0041,Office Supplies,Fasteners,Fasteners Model 1,2.1,1,0.0,0.19,2021,9,3,Sep,3,Thursday,2,True,No Discount,9.05
855,US-0222,2021-09-23,2021-09-26,Second Class,CG-00047,Customer 47,Home Office,United States,Utah,Utah,89076,West,FUR-OFF-0022,Office Supplies,Appliances,Appliances Model 2,312.11,3,0.05,21.12,2021,9,3,Sep,3,Thursday,3,True,Low (0-10%),6.77
856,US-0623,2021-09-30,2021-10-02,First Class,CG-00258,Customer 258,Home Office,United States,Indiana,Indiana,34744,Central,FUR-OFF-0037,Office Supplies,Envelopes,Envelopes Model 2,10.73,2,0.1,0.93,2021,9,3,Sep,3,Thursday,2,True,Low (0-10%),8.67
857,US-0461,2021-10-01,2021-10-02,Same Day,CG-00012,Customer 12,Corporate,United States,California,California,86156,West,FUR-TEC-0077,Technology,Machines,Machines Model 2,2336.68,1,0.0,379.6,2021,10,4,Oct,4,Friday,1,True,No Discount,16.25
858,US-0469,2021-10-02,2021-10-09,Standard Class,CG-00276,Customer 276,Corporate,United States,Arizona,Arizona,15559,West,FUR-OFF-0037,Office Supplies,Envelopes,Envelopes Model 2,5.36,1,0.1,0.35,2021,10,4,Oct,5,Saturday,7,True,Low (0-10%),6.53
859,US-0469,2021-10-02,2021-10-09,Standard Class,CG-00276,Customer 276,Corporate,United States,Arizona,Arizona,78242,West,FUR-OFF-0022,Office Supplies,Appliances,Appliances Model 2,219.02,2,0.0,50.81,2021,10,4,Oct,5,Saturday,7,True,No Discount,23.2
860,US-1029,2021-10-03,2021-10-05,First Class,CG-00286,Customer 286,Home Office,United States,Pennsylvania,Pennsylvania,57663,East,FUR-OFF-0033,Office Supplies,Binders,Binders Model 3,19.03,4,0.0,1.85,2021,10,4,Oct,6,Sunday,2,True,No Discount,9.72
861,US-1029,2021-10-03,2021-10-05,First Class,CG-00286,Customer 286,Home Office,United States,Pennsylvania,Pennsylvania,23849,East,FUR-TEC-0078,Technology,Machines,Machines Model 3,503.57,2,0.2,243.25,2021,10,4,Oct,6,Sunday,2,True,Medium (10-30%),48.31
862,US-0652,2021-10-04,2021-10-07,Second Class,CG-00305,Customer 305,Corporate,United States,Wisconsin,Wisconsin,62021,Central,FUR-TEC-0078,Technology,Machines,Machines Model 3,629.46,2,0.0,310.01,2021,10,4,Oct,0,Monday,3,True,No Discount,49.25
863,US-0652,2021-10-04,2021-10-07,Second Class,CG-00305,Customer 305,Corporate,United States,Wisconsin,Wisconsin,98037,Central,FUR-FUR-0005,Furniture,Bookcases,Bookcases Model 5,292.33,2,0.1,-3.73,2021,10,4,Oct,0,Monday,3,False,Low (0-10%),-1.28
864,US-0652,2021-10-04,2021-10-07,Second Class,CG-00305,Customer 305,Corporate,United States,Wisconsin,Wisconsin,25812,Central,FUR-OFF-0044,Office Supplies,Fasteners,Fasteners Model 4,7.81,1,0.15,0.7,2021,10,4,Oct,0,Monday,3,True,Medium (10-30%),8.96
865,US-1003,2021-10-04,2021-10-08,Second Class,CG-00026,Customer 26,Home Office,United States,Colorado,Colorado,55453,West,FUR-TEC-0070,Technology,Accessories,Accessories Model 5,296.2,1,0.0,85.32,2021,10,4,Oct,0,Monday,4,True,No Discount,28.8
866,US-1003,2021-10-04,2021-10-08,Second Class,CG-00026,Customer 26,Home Office,United States,Colorado,Colorado,33419,West,FUR-FUR-0004,Furniture,Bookcases,Bookcases Model 4,339.46,1,0.0,72.22,2021,10,4,Oct,0,Monday,4,True,No Discount,21.27
867,US-0652,2021-10-04,2021-10-07,Second Class,CG-00305,Customer 305,Corporate,United States,Wisconsin,Wisconsin,40938,Central,FUR-OFF-0056,Office Supplies,Storage,Storage Model 1,371.87,4,0.0,73.19,2021,10,4,Oct,0,Monday,3,True,No Discount,19.68
868,US-1003,2021-10-04,2021-10-08,Second Class,CG-00026,Customer 26,Home Office,United States,Colorado,Colorado,14122,West,FUR-TEC-0073,Technology,Copiers,Copiers Model 3,839.76,2,0.2,412.31,2021,10,4,Oct,0,Monday,4,True,Medium (10-30%),49.1
869,US-0439,2021-10-06,2021-10-13,Standard Class,CG-00026,Customer 26,Home Office,United States,Colorado,Colorado,30278,West,FUR-TEC-0077,Technology,Machines,Machines Model 2,3738.69,2,0.2,487.84,2021,10,4,Oct,2,Wednesday,7,True,Medium (10-30%),13.05
870,US-0439,2021-10-06,2021-10-13,Standard Class,CG-00026,Customer 26,Home Office,United States,Colorado,Colorado,56616,West,FUR-TEC-0069,Technology,Accessories,Accessories Model 4,28.46,1,0.1,12.97,2021,10,4,Oct,2,Wednesday,7,True,Low (0-10%),45.57
871,US-0439,2021-10-06,2021-10-13,Standard Class,CG-00026,Customer 26,Home Office,United States,Colorado,Colorado,82918,West,FUR-TEC-0071,Technology,Copiers,Copiers Model 1,12720.32,4,0.2,2513.35,2021,10,4,Oct,2,Wednesday,7,True,Medium (10-30%),19.76
872,US-0719,2021-10-06,2021-10-09,Second Class,CG-00034,Customer 34,Home Office,United States,Ohio,Ohio,96530,Central,FUR-OFF-0057,Office Supplies,Storage,Storage Model 2,17.96,1,0.0,2.01,2021,10,4,Oct,2,Wednesday,3,True,No Discount,11.19
873,US-0437,2021-10-07,2021-10-11,Second Class,CG-00185,Customer 185,Corporate,United States,New York,New York,52395,East,FUR-OFF-0056,Office Supplies,Storage,Storage Model 1,167.34,2,0.1,30.33,2021,10,4,Oct,3,Thursday,4,True,Low (0-10%),18.12
874,US-0437,2021-10-07,2021-10-11,Second Class,CG-00185,Customer 185,Corporate,United States,New York,New York,81516,East,FUR-OFF-0039,Office Supplies,Envelopes,Envelopes Model 4,18.52,2,0.15,6.11,2021,10,4,Oct,3,Thursday,4,True,Medium (10-30%),32.99
875,US-0437,2021-10-07,2021-10-11,Second Class,CG-00185,Customer 185,Corporate,United States,New York,New York,43303,East,FUR-OFF-0057,Office Supplies,Storage,Storage Model 2,15.27,1,0.15,2.38,2021,10,4,Oct,3,Thursday,4,True,Medium (10-30%),15.59
876,US-0384,2021-10-08,2021-10-12,Second Class,CG-00110,Customer 110,Corporate,United States,Indiana,Indiana,42539,Central,FUR-TEC-0073,Technology,Copiers,Copiers Model 3,524.85,1,0.0,57.37,2021,10,4,Oct,4,Friday,4,True,No Discount,10.93
877,US-0384,2021-10-08,2021-10-12,Second Class,CG-00110,Customer 110,Corporate,United States,Indiana,Indiana,98302,Central,FUR-OFF-0044,Office Supplies,Fasteners,Fasteners Model 4,8.27,1,0.1,2.55,2021,10,4,Oct,4,Friday,4,True,Low (0-10%),30.83
878,US-0396,2021-10-08,2021-10-10,First Class,CG-00143,Customer 143,Consumer,United States,Arizona,Arizona,62219,West,FUR-OFF-0033,Office Supplies,Binders,Binders Model 3,19.03,4,0.0,4.26,2021,10,4,Oct,4,Friday,2,True,No Discount,22.39
879,US-0391,2021-10-08,2021-10-09,First Class,CG-00243,Customer 243,Consumer,United States,Michigan,Michigan,52655,Central,FUR-FUR-0016,Furniture,Furnishings,Furnishings Model 1,71.35,1,0.0,14.64,2021,10,4,Oct,4,Friday,1,True,No Discount,20.52
880,US-0391,2021-10-08,2021-10-09,First Class,CG-00243,Customer 243,Consumer,United States,Michigan,Michigan,34530,Central,FUR-OFF-0041,Office Supplies,Fasteners,Fasteners Model 1,1.99,1,0.05,0.57,2021,10,4,Oct,4,Friday,1,True,Low (0-10%),28.64
881,US-0456,2021-10-08,2021-10-13,Second Class,CG-00143,Customer 143,Consumer,United States,Arizona,Arizona,70029,West,FUR-OFF-0037,Office Supplies,Envelopes,Envelopes Model 2,5.07,1,0.15,0.31,2021,10,4,Oct,4,Friday,5,True,Medium (10-30%),6.11
882,US-0456,2021-10-08,2021-10-13,Second Class,CG-00143,Customer 143,Consumer,United States,Arizona,Arizona,15210,West,FUR-TEC-0081,Technology,Phones,Phones Model 1,1739.9,2,0.0,686.09,2021,10,4,Oct,4,Friday,5,True,No Discount,39.43
883,US-0595,2021-10-11,2021-10-11,Same Day,CG-00167,Customer 167,Home Office,United States,Connecticut,Connecticut,79945,East,FUR-FUR-0014,Furniture,Tables,Tables Model 4,1085.65,2,0.0,191.45,2021,10,4,Oct,0,Monday,0,True,No Discount,17.63
884,US-0744,2021-10-11,2021-10-16,Standard Class,CG-00094,Customer 94,Corporate,United States,Georgia,Georgia,47401,South,FUR-TEC-0072,Technology,Copiers,Copiers Model 2,1394.22,1,0.0,284.57,2021,10,4,Oct,0,Monday,5,True,No Discount,20.41
885,US-0749,2021-10-13,2021-10-17,Second Class,CG-00015,Customer 15,Consumer,United States,Virginia,Virginia,12440,South,FUR-OFF-0035,Office Supplies,Binders,Binders Model 5,29.07,1,0.0,5.72,2021,10,4,Oct,2,Wednesday,4,True,No Discount,19.68
886,US-0464,2021-10-14,2021-10-16,First Class,CG-00017,Customer 17,Home Office,United States,Minnesota,Minnesota,90864,Central,FUR-TEC-0072,Technology,Copiers,Copiers Model 2,1115.38,1,0.2,476.56,2021,10,4,Oct,3,Thursday,2,True,Medium (10-30%),42.73
887,US-0464,2021-10-14,2021-10-16,First Class,CG-00017,Customer 17,Home Office,United States,Minnesota,Minnesota,90263,Central,FUR-OFF-0046,Office Supplies,Labels,Labels Model 1,11.84,1,0.15,1.42,2021,10,4,Oct,3,Thursday,2,True,Medium (10-30%),11.99
888,US-0464,2021-10-14,2021-10-16,First Class,CG-00017,Customer 17,Home Office,United States,Minnesota,Minnesota,27241,Central,FUR-OFF-0036,Office Supplies,Envelopes,Envelopes Model 1,37.53,3,0.0,5.14,2021,10,4,Oct,3,Thursday,2,True,No Discount,13.7
889,US-0464,2021-10-14,2021-10-16,First Class,CG-00017,Customer 17,Home Office,United States,Minnesota,Minnesota,29917,Central,FUR-OFF-0063,Office Supplies,Supplies,Supplies Model 3,20.01,1,0.05,1.9,2021,10,4,Oct,3,Thursday,2,True,Low (0-10%),9.5
890,US-0246,2021-10-16,2021-10-21,Standard Class,CG-00345,Customer 345,Corporate,United States,Tennessee,Tennessee,43640,South,FUR-OFF-0027,Office Supplies,Art,Art Model 2,26.57,2,0.05,8.71,2021,10,4,Oct,5,Saturday,5,True,Low (0-10%),32.78
891,US-0246,2021-10-16,2021-10-21,Standard Class,CG-00345,Customer 345,Corporate,United States,Tennessee,Tennessee,42707,South,FUR-OFF-0040,Office Supplies,Envelopes,Envelopes Model 5,7.72,1,0.0,0.72,2021,10,4,Oct,5,Saturday,5,True,No Discount,9.33
892,US-0246,2021-10-16,2021-10-21,Standard Class,CG-00345,Customer 345,Corporate,United States,Tennessee,Tennessee,68540,South,FUR-OFF-0049,Office Supplies,Labels,Labels Model 4,22.5,2,0.05,5.54,2021,10,4,Oct,5,Saturday,5,True,Low (0-10%),24.62
893,US-0747,2021-10-17,2021-10-23,Standard Class,CG-00205,Customer 205,Consumer,United States,New Jersey,New Jersey,16799,East,FUR-OFF-0049,Office Supplies,Labels,Labels Model 4,47.36,4,0.0,7.9,2021,10,4,Oct,6,Sunday,6,True,No Discount,16.68
894,US-0597,2021-10-17,2021-10-24,Standard Class,CG-00010,Customer 10,Corporate,United States,Georgia,Georgia,72116,South,FUR-FUR-0008,Furniture,Chairs,Chairs Model 3,1259.34,2,0.1,184.37,2021,10,4,Oct,6,Sunday,7,True,Low (0-10%),14.64
895,US-0867,2021-10-17,2021-10-24,Standard Class,CG-00091,Customer 91,Corporate,United States,Florida,Florida,72689,South,FUR-OFF-0062,Office Supplies,Supplies,Supplies Model 2,35.02,5,0.15,3.6,2021,10,4,Oct,6,Sunday,7,True,Medium (10-30%),10.28
896,US-0597,2021-10-17,2021-10-24,Standard Class,CG-00010,Customer 10,Corporate,United States,Georgia,Georgia,97410,South,FUR-OFF-0033,Office Supplies,Binders,Binders Model 3,16.17,4,0.15,1.23,2021,10,4,Oct,6,Sunday,7,True,Medium (10-30%),7.61
897,US-0835,2021-10-20,2021-10-27,Standard Class,CG-00169,Customer 169,Corporate,United States,Oregon,Oregon,35226,West,FUR-OFF-0025,Office Supplies,Appliances,Appliances Model 5,1159.84,4,0.0,151.85,2021,10,4,Oct,2,Wednesday,7,True,No Discount,13.09
898,US-1014,2021-10-20,2021-10-23,First Class,CG-00032,Customer 32,Consumer,United States,Georgia,Georgia,79109,South,FUR-OFF-0048,Office Supplies,Labels,Labels Model 3,11.36,1,0.0,1.42,2021,10,4,Oct,2,Wednesday,3,True,No Discount,12.5
899,US-0640,2021-10-22,2021-10-26,Second Class,CG-00017,Customer 17,Home Office,United States,Minnesota,Minnesota,75107,Central,FUR-OFF-0056,Office Supplies,Storage,Storage Model 1,176.64,2,0.05,12.44,2021,10,4,Oct,4,Friday,4,True,Low (0-10%),7.04
900,US-0998,2021-10-22,2021-10-27,Standard Class,CG-00329,Customer 329,Home Office,United States,Texas,Texas,30060,South,FUR-TEC-0078,Technology,Machines,Machines Model 3,251.78,1,0.2,83.44,2021,10,4,Oct,4,Friday,5,True,Medium (10-30%),33.14
901,US-0473,2021-10-25,2021-10-28,First Class,CG-00355,Customer 355,Consumer,United States,Tennessee,Tennessee,60343,South,FUR-TEC-0083,Technology,Phones,Phones Model 3,291.48,1,0.2,129.87,2021,10,4,Oct,0,Monday,3,True,Medium (10-30%),44.56
902,US-0473,2021-10-25,2021-10-28,First Class,CG-00355,Customer 355,Consumer,United States,Tennessee,Tennessee,93109,South,FUR-OFF-0027,Office Supplies,Art,Art Model 2,12.59,1,0.1,3.42,2021,10,4,Oct,0,Monday,3,True,Low (0-10%),27.16
903,US-0473,2021-10-25,2021-10-28,First Class,CG-00355,Customer 355,Consumer,United States,Tennessee,Tennessee,21952,South,FUR-TEC-0066,Technology,Accessories,Accessories Model 1,502.15,3,0.0,233.7,2021,10,4,Oct,0,Monday,3,True,No Discount,46.54
904,US-0933,2021-10-26,2021-10-28,Same Day,CG-00355,Customer 355,Consumer,United States,Tennessee,Tennessee,23951,South,FUR-TEC-0085,Technology,Phones,Phones Model 5,552.69,2,0.2,176.86,2021,10,4,Oct,1,Tuesday,2,True,Medium (10-30%),32.0
905,US-0933,2021-10-26,2021-10-28,Same Day,CG-00355,Customer 355,Consumer,United States,Tennessee,Tennessee,80436,South,FUR-FUR-0012,Furniture,Tables,Tables Model 2,1944.33,1,0.0,160.14,2021,10,4,Oct,1,Tuesday,2,True,No Discount,8.24
906,US-0933,2021-10-26,2021-10-28,Same Day,CG-00355,Customer 355,Consumer,United States,Tennessee,Tennessee,46659,South,FUR-OFF-0056,Office Supplies,Storage,Storage Model 1,278.91,3,0.0,86.34,2021,10,4,Oct,1,Tuesday,2,True,No Discount,30.96
907,US-0571,2021-10-29,2021-11-03,Standard Class,CG-00022,Customer 22,Home Office,United States,Indiana,Indiana,38922,Central,FUR-FUR-0014,Furniture,Tables,Tables Model 4,1737.05,4,0.2,22.43,2021,10,4,Oct,4,Friday,5,True,Medium (10-30%),1.29
908,US-0571,2021-10-29,2021-11-03,Standard Class,CG-00022,Customer 22,Home Office,United States,Indiana,Indiana,73492,Central,FUR-TEC-0082,Technology,Phones,Phones Model 2,513.71,1,0.2,227.44,2021,10,4,Oct,4,Friday,5,True,Medium (10-30%),44.27
909,US-0860,2021-10-30,2021-10-31,Same Day,CG-00300,Customer 300,Consumer,United States,Indiana,Indiana,97897,Central,FUR-OFF-0048,Office Supplies,Labels,Labels Model 3,10.23,1,0.1,3.33,2021,10,4,Oct,5,Saturday,1,True,Low (0-10%),32.55
910,US-0480,2021-11-09,2021-11-12,Second Class,CG-00139,Customer 139,Consumer,United States,Massachusetts,Massachusetts,85010,East,FUR-TEC-0074,Technology,Copiers,Copiers Model 4,3335.66,1,0.2,1006.86,2021,11,4,Nov,1,Tuesday,3,True,Medium (10-30%),30.18
911,US-0036,2021-11-13,2021-11-18,Second Class,CG-00113,Customer 113,Corporate,United States,Connecticut,Connecticut,40968,East,FUR-OFF-0051,Office Supplies,Paper,Paper Model 1,116.81,3,0.0,34.55,2021,11,4,Nov,5,Saturday,5,True,No Discount,29.58
912,US-0036,2021-11-13,2021-11-18,Second Class,CG-00113,Customer 113,Corporate,United States,Connecticut,Connecticut,56019,East,FUR-OFF-0033,Office Supplies,Binders,Binders Model 3,18.07,4,0.05,1.6,2021,11,4,Nov,5,Saturday,5,True,Low (0-10%),8.85
913,US-0770,2021-11-14,2021-11-21,Standard Class,CG-00158,Customer 158,Home Office,United States,Texas,Texas,14370,South,FUR-TEC-0075,Technology,Copiers,Copiers Model 5,3680.86,1,0.0,1430.09,2021,11,4,Nov,6,Sunday,7,True,No Discount,38.85
914,US-0770,2021-11-14,2021-11-21,Standard Class,CG-00158,Customer 158,Home Office,United States,Texas,Texas,85882,South,FUR-OFF-0064,Office Supplies,Supplies,Supplies Model 4,27.55,3,0.1,2.84,2021,11,4,Nov,6,Sunday,7,True,Low (0-10%),10.31
915,US-0056,2021-11-17,2021-11-23,Standard Class,CG-00136,Customer 136,Consumer,United States,Oregon,Oregon,12490,West,FUR-OFF-0032,Office Supplies,Binders,Binders Model 2,15.21,2,0.0,4.61,2021,11,4,Nov,2,Wednesday,6,True,No Discount,30.31
916,US-0056,2021-11-17,2021-11-23,Standard Class,CG-00136,Customer 136,Consumer,United States,Oregon,Oregon,68799,West,FUR-OFF-0038,Office Supplies,Envelopes,Envelopes Model 3,2.94,1,0.1,0.34,2021,11,4,Nov,2,Wednesday,6,True,Low (0-10%),11.56
917,US-0582,2021-11-18,2021-11-20,Same Day,CG-00378,Customer 378,Consumer,United States,North Carolina,North Carolina,57918,South,FUR-TEC-0076,Technology,Machines,Machines Model 1,1992.71,1,0.1,417.03,2021,11,4,Nov,3,Thursday,2,True,Low (0-10%),20.93
918,US-1020,2021-11-21,2021-11-27,Standard Class,CG-00355,Customer 355,Consumer,United States,Tennessee,Tennessee,62473,South,FUR-OFF-0024,Office Supplies,Appliances,Appliances Model 4,226.88,1,0.05,33.75,2021,11,4,Nov,6,Sunday,6,True,Low (0-10%),14.88
919,US-1020,2021-11-21,2021-11-27,Standard Class,CG-00355,Customer 355,Consumer,United States,Tennessee,Tennessee,74725,South,FUR-FUR-0018,Furniture,Furnishings,Furnishings Model 3,150.24,1,0.1,3.31,2021,11,4,Nov,6,Sunday,6,True,Low (0-10%),2.2
920,US-0082,2021-11-22,2021-11-23,First Class,CG-00310,Customer 310,Corporate,United States,Tennessee,Tennessee,44688,South,FUR-OFF-0023,Office Supplies,Appliances,Appliances Model 3,668.18,4,0.15,61.76,2021,11,4,Nov,0,Monday,1,True,Medium (10-30%),9.24
921,US-0903,2021-11-23,2021-11-26,Second Class,CG-00395,Customer 395,Home Office,United States,Georgia,Georgia,37926,South,FUR-TEC-0070,Technology,Accessories,Accessories Model 5,592.39,2,0.0,63.21,2021,11,4,Nov,1,Tuesday,3,True,No Discount,10.67
922,US-0876,2021-11-24,2021-11-28,Second Class,CG-00110,Customer 110,Corporate,United States,Indiana,Indiana,74045,Central,FUR-OFF-0046,Office Supplies,Labels,Labels Model 1,12.53,1,0.1,1.0,2021,11,4,Nov,2,Wednesday,4,True,Low (0-10%),7.98
923,US-0728,2021-11-25,2021-11-27,Same Day,CG-00093,Customer 93,Corporate,United States,Arizona,Arizona,47294,West,FUR-OFF-0031,Office Supplies,Binders,Binders Model 1,18.43,1,0.05,2.41,2021,11,4,Nov,3,Thursday,2,True,Low (0-10%),13.08
924,US-0019,2021-11-25,2021-11-27,First Class,CG-00351,Customer 351,Consumer,United States,Utah,Utah,30006,West,FUR-OFF-0033,Office Supplies,Binders,Binders Model 3,9.04,2,0.05,2.15,2021,11,4,Nov,3,Thursday,2,True,Low (0-10%),23.78
925,US-0728,2021-11-25,2021-11-27,Same Day,CG-00093,Customer 93,Corporate,United States,Arizona,Arizona,88059,West,FUR-FUR-0018,Furniture,Furnishings,Furnishings Model 3,467.41,4,0.3,-24.2,2021,11,4,Nov,3,Thursday,2,False,Medium (10-30%),-5.18
926,US-0086,2021-11-27,2021-11-30,First Class,CG-00322,Customer 322,Corporate,United States,Tennessee,Tennessee,83616,South,FUR-OFF-0049,Office Supplies,Labels,Labels Model 4,30.19,3,0.15,5.11,2021,11,4,Nov,5,Saturday,3,True,Medium (10-30%),16.93
